rowType,subjectKey,userKey,caseKey,predictionResultKey,schoolId,schoolName,applicationYear,round,result,reviewStatus,verificationStatus,outcomeLabelStatus,feedbackSentiment,feedbackCategory,disposition,closureState,nextAction,sourceQuality,provenanceStatus,consumerPolicy
admission_case,b1ad29a7b4153656f1da4c6b,011e95e1893780cb4e1bb9ea,b1ad29a7b4153656f1da4c6b,,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2025,EA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,afe54c82f270025fb6bc54f9,74bbb584d89d0815841e73ca,afe54c82f270025fb6bc54f9,,cmn1htkp9000yvqf29pcl812t,New York University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,ce46d6acd0c1d61a646e7a0d,db67dbcaf9da34e2958d65f7,ce46d6acd0c1d61a646e7a0d,,cmn1htko0000gvqf2pmjc1xi9,Rice University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,7b642f6cf45035662645c4e0,778f762ff4f3be6ef4ff2e63,7b642f6cf45035662645c4e0,,cmn1htknm000avqf2g8h3sbdp,Northwestern University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,91f0f737b8f8f5301b5ae29e,50d094eb9899a46e66f3944d,91f0f737b8f8f5301b5ae29e,,cmn1htkoh000nvqf2uj3pjgxw,Carnegie Mellon University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,trusted_verified_case,trusted,accept,verified_user_proof_or_admin,verified,case_gallery_hall_prediction_diagnostics_allowed_with_verified_badge_no_auto_calibration
admission_case,7072aa13bd21fd4c551308f6,bbcaf3fec61496b1e85efa8d,7072aa13bd21fd4c551308f6,,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,7cb4dd81a51aa654f7a31c1a,44e538f1bd6fb72bd7838024,7cb4dd81a51aa654f7a31c1a,,cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,073e589bbc7e3ab3afcb99c0,10b06d72e1e2608fed0f2f17,073e589bbc7e3ab3afcb99c0,,cmn1htkno000bvqf209819ok4,Columbia University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,30b68376597caa2ceb16824e,cb8818132225d76df7ebfdcf,30b68376597caa2ceb16824e,,cmn1htkng0007vqf224oeyvgq,Duke University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,f32e64ae232699df229aa69f,011e95e1893780cb4e1bb9ea,f32e64ae232699df229aa69f,,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,974ebb575268c2f80d61dcc4,778f762ff4f3be6ef4ff2e63,974ebb575268c2f80d61dcc4,,cmn1htknq000cvqf2sogobdg1,Cornell University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,d2b0e2c05e82b2138828379f,50d094eb9899a46e66f3944d,d2b0e2c05e82b2138828379f,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,0df788594e461b23e9910050,bbcaf3fec61496b1e85efa8d,0df788594e461b23e9910050,,cmn1htkna0004vqf2erll9srp,Yale University,2025,RD,WAITLISTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,5881fc014cbb2b765e719bf0,44e538f1bd6fb72bd7838024,5881fc014cbb2b765e719bf0,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,c711bdf8bfabd94e16789d8a,10b06d72e1e2608fed0f2f17,c711bdf8bfabd94e16789d8a,,cmn1htkn80003vqf29zl0f9lr,Stanford University,2025,RD,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,a9c48a479665be6309b2397e,cb8818132225d76df7ebfdcf,a9c48a479665be6309b2397e,,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2025,EA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,e4a788dd7a3cd694bb969b03,011e95e1893780cb4e1bb9ea,e4a788dd7a3cd694bb969b03,,cmn1htkp9000yvqf29pcl812t,New York University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,a856238b79b58a7fa9fb2c29,74bbb584d89d0815841e73ca,a856238b79b58a7fa9fb2c29,,cmn1htko0000gvqf2pmjc1xi9,Rice University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,6f1bf4fbdb07c7b417113aeb,db67dbcaf9da34e2958d65f7,6f1bf4fbdb07c7b417113aeb,,cmn1htknm000avqf2g8h3sbdp,Northwestern University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,a39c4749a0512abce0cf4aca,778f762ff4f3be6ef4ff2e63,a39c4749a0512abce0cf4aca,,cmn1htkoh000nvqf2uj3pjgxw,Carnegie Mellon University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,trusted_verified_case,trusted,accept,verified_user_proof_or_admin,verified,case_gallery_hall_prediction_diagnostics_allowed_with_verified_badge_no_auto_calibration
admission_case,75066ce757347ccb4d3021d9,50d094eb9899a46e66f3944d,75066ce757347ccb4d3021d9,,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,7096a41946c6df984fc29e6d,bbcaf3fec61496b1e85efa8d,7096a41946c6df984fc29e6d,,cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,9ff93930758f164cb15bddd1,44e538f1bd6fb72bd7838024,9ff93930758f164cb15bddd1,,cmn1htkno000bvqf209819ok4,Columbia University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,49d762d3bf019f4d6259a5ca,10b06d72e1e2608fed0f2f17,49d762d3bf019f4d6259a5ca,,cmn1htkng0007vqf224oeyvgq,Duke University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,2b6ab7042808be420ddd7c7d,cb8818132225d76df7ebfdcf,2b6ab7042808be420ddd7c7d,,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,b9f0f8db0ae1ed45680c2b6e,db67dbcaf9da34e2958d65f7,b9f0f8db0ae1ed45680c2b6e,,cmn1htknq000cvqf2sogobdg1,Cornell University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,3fdd23583b440a23d51c5459,778f762ff4f3be6ef4ff2e63,3fdd23583b440a23d51c5459,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,7a5acdd0fd3507bfbbc0a3f2,50d094eb9899a46e66f3944d,7a5acdd0fd3507bfbbc0a3f2,,cmn1htkna0004vqf2erll9srp,Yale University,2025,RD,WAITLISTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,eb44d9dc52793206603a6b9f,bbcaf3fec61496b1e85efa8d,eb44d9dc52793206603a6b9f,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,dac7c339c123ac552222169d,44e538f1bd6fb72bd7838024,dac7c339c123ac552222169d,,cmn1htkn80003vqf29zl0f9lr,Stanford University,2025,RD,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,5bc70bc38f3e3973579e3acb,10b06d72e1e2608fed0f2f17,5bc70bc38f3e3973579e3acb,,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2025,EA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,5ce78d3862580994915fa07c,cb8818132225d76df7ebfdcf,5ce78d3862580994915fa07c,,cmn1htkp9000yvqf29pcl812t,New York University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,4aa21e307e4f1938f94eb7c7,011e95e1893780cb4e1bb9ea,4aa21e307e4f1938f94eb7c7,,cmn1htko0000gvqf2pmjc1xi9,Rice University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,0d8e57da49a178ada5dda237,74bbb584d89d0815841e73ca,0d8e57da49a178ada5dda237,,cmn1htknm000avqf2g8h3sbdp,Northwestern University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,d8e167a74422a93c6d652448,db67dbcaf9da34e2958d65f7,d8e167a74422a93c6d652448,,cmn1htkoh000nvqf2uj3pjgxw,Carnegie Mellon University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,trusted_verified_case,trusted,accept,verified_user_proof_or_admin,verified,case_gallery_hall_prediction_diagnostics_allowed_with_verified_badge_no_auto_calibration
admission_case,25d6099477aae15be53136cd,778f762ff4f3be6ef4ff2e63,25d6099477aae15be53136cd,,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,b028c270f58a2abedb9604eb,50d094eb9899a46e66f3944d,b028c270f58a2abedb9604eb,,cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,962aa666f8c6cb164f5028ba,bbcaf3fec61496b1e85efa8d,962aa666f8c6cb164f5028ba,,cmn1htkno000bvqf209819ok4,Columbia University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,fb001a28711f218a87ac73b7,44e538f1bd6fb72bd7838024,fb001a28711f218a87ac73b7,,cmn1htkng0007vqf224oeyvgq,Duke University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,864eaf66f459d6b94e4d9800,10b06d72e1e2608fed0f2f17,864eaf66f459d6b94e4d9800,,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,d11faf36fbc885745d7b7921,cb8818132225d76df7ebfdcf,d11faf36fbc885745d7b7921,,cmn1htkna0004vqf2erll9srp,Yale University,2025,REA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,e7edff7a9ee93df52a06e7e2,74bbb584d89d0815841e73ca,e7edff7a9ee93df52a06e7e2,,cmn1htknq000cvqf2sogobdg1,Cornell University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,78796bdccca0004752b31e4d,db67dbcaf9da34e2958d65f7,78796bdccca0004752b31e4d,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,6b5e972176ea558455f39478,778f762ff4f3be6ef4ff2e63,6b5e972176ea558455f39478,,cmn1htkna0004vqf2erll9srp,Yale University,2025,RD,WAITLISTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,8eca46e27c3c66f60b1f6005,50d094eb9899a46e66f3944d,8eca46e27c3c66f60b1f6005,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,591414b652fbb03a78366fe9,bbcaf3fec61496b1e85efa8d,591414b652fbb03a78366fe9,,cmn1htkn80003vqf29zl0f9lr,Stanford University,2025,RD,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,222dd1d1c7cedf661b2fd17d,44e538f1bd6fb72bd7838024,222dd1d1c7cedf661b2fd17d,,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2025,EA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,d526a46d88dc793391c082e1,10b06d72e1e2608fed0f2f17,d526a46d88dc793391c082e1,,cmn1htkp9000yvqf29pcl812t,New York University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,94260711abb7bea5682e5856,cb8818132225d76df7ebfdcf,94260711abb7bea5682e5856,,cmn1htko0000gvqf2pmjc1xi9,Rice University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,c3f05548c8df161410a12e12,011e95e1893780cb4e1bb9ea,c3f05548c8df161410a12e12,,cmn1htknm000avqf2g8h3sbdp,Northwestern University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,24b2d2b3aa15d0c1bab21b9e,74bbb584d89d0815841e73ca,24b2d2b3aa15d0c1bab21b9e,,cmn1htkoh000nvqf2uj3pjgxw,Carnegie Mellon University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,trusted_verified_case,trusted,accept,verified_user_proof_or_admin,verified,case_gallery_hall_prediction_diagnostics_allowed_with_verified_badge_no_auto_calibration
admission_case,36066f45e79e698581bc515d,db67dbcaf9da34e2958d65f7,36066f45e79e698581bc515d,,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,0f1fd56256aaaad7452deb65,778f762ff4f3be6ef4ff2e63,0f1fd56256aaaad7452deb65,,cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,be2826d61137fc3d2a480a49,50d094eb9899a46e66f3944d,be2826d61137fc3d2a480a49,,cmn1htkno000bvqf209819ok4,Columbia University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,217c96def5dc8a5aa196e97a,bbcaf3fec61496b1e85efa8d,217c96def5dc8a5aa196e97a,,cmn1htkng0007vqf224oeyvgq,Duke University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,5859c63ae7eb6387776a4e3b,44e538f1bd6fb72bd7838024,5859c63ae7eb6387776a4e3b,,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,7b8b28767ee095f6e5782bf7,10b06d72e1e2608fed0f2f17,7b8b28767ee095f6e5782bf7,,cmn1htkna0004vqf2erll9srp,Yale University,2025,REA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,410d16bb31ff40f1f291d22b,cb8818132225d76df7ebfdcf,410d16bb31ff40f1f291d22b,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,668a65ed4d1eb64fd2d3b1e6,011e95e1893780cb4e1bb9ea,668a65ed4d1eb64fd2d3b1e6,,cmn1htknq000cvqf2sogobdg1,Cornell University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,89e40b2b02f543e119d8767f,74bbb584d89d0815841e73ca,89e40b2b02f543e119d8767f,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,8491bc334b44bb1f4358a50f,db67dbcaf9da34e2958d65f7,8491bc334b44bb1f4358a50f,,cmn1htkna0004vqf2erll9srp,Yale University,2025,RD,WAITLISTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
