recipientKey,profileKey,domain,gap,action,severity,route,disposition,closureState,requiredActor,allowedWritePath,prohibitedWritePath,schoolId,schoolName
8acb1d168ae7de069f4d5d41,c2fb04257a3dbfd64ef42235,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
79637912dce7f904c64328bb,063b024d5235f2864bf7976b,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
1b509e80303bfb72347c7122,a69f207d386676eb5d4c6068,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
ca2ccfb1838fd1cd9b1b428a,0dd5690ef245b29c752978ab,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
d4f1ee39fe1a2af08fbd5161,6bd54dc4b93df493e735968f,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
062118d350b761fdd04aa833,4447d4720fb09d0cf9f974b1,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
e36192e1857a30c62f9c8a38,1e02ca5c816e125387e943ea,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
4a216ad9b35ebe5103f8526b,c4f622849d37b4b65dec3cec,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
69ece4fe3e5b32f6470b9361,73c05ab78066f89172cd4600,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
c55a37df2b2958e3ddc0868f,fb3adf3bf3209373369bc84f,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
5787255212e567a3fd4aef81,bc8c05acbe1509e433fc0da5,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
d093f57d658870c61d5a8e9d,ce94abf53f14f5538a81eb16,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
b87b213f6a58cc8a8a77c7ac,bfaf9aaee511da1bf287d36d,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
d70ffb08141d2abc371fc479,c52984e73ed2bb9d78b61972,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
9e902d09622c77bbe415a5f5,ebfe5890a319bc7c8c093b53,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
dd209784cbd3a7c37798dc81,95d691e906c76381adfe1a28,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
2058d7d3635541be9a81154d,58f91b77e67fbf46457a44bb,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
9c6f0258b7fd5c44ef788167,9c2fbbe0254b2440de64a955,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
e42b6750ab4ffde56312f465,c6d4f92a18ba12e55a77424f,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
508a6407c4ffc3bc4552ed30,a03881962cac9def370b6ddf,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
9fa02cb61bc3fad3b4609874,2521ef574f16719cfd342be4,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
1567868f57d48287128edcf2,bd5e7f1d9b2843a6c0ee281a,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
b5fa781fa1986e1165fdf9eb,d251e7b1a615c97aeb975753,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
0e675c04d379ac1f90bbb169,fa20510c8b2ca4eb06c9a50c,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
5d3f29c52332ccba6c3b64f6,38d8d2c6f2f414c01de125ae,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
0c46702af3ee822c715f3e93,7965d9f2065d1560654b7cb0,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
9db4da165fe7fcc3c4db12e8,e487699478e5852a01f5452f,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
26c843e5a4d548cb297a9373,cf2f3ed14657bb4361b52fd6,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
71644d88f2997836f3ee404b,85e17e886ea8574404bf06db,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
d2fd6d977c19a8de68eb2558,fe94fbe339152aa569845a88,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
5b0b5ce61f0ad24c1899feaf,b2a7f5b361f3945fd310ea56,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
0a831f39a7dd6923b9265de2,d1874f5f3ea1962396aad74a,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
c995ff23490bd159cd17004a,4aa923a4eb4b0a7a0517f4d7,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
4a3449b94acfb2a0a4b5b09c,fc8de225b3758553b9a21a1c,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
8b502d6fb2b2b71ef9d7c9cb,8cf79915c1b2f6db7f7f87c8,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
8288dc7458f9bcfab0d8f5c1,4a7a185008b7cd5c390feab9,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
1a6373e10bb3d32541b2b910,6410c2cd545b51f5356a95f4,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
a42806d188acf56778ee03e4,1ebdd2eb05856ad6c7e49cb5,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
0b720f6a71b460ee78e3f24c,7c50be8cd9b86f4161ce3b98,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
98fd0a4139d0927132050b09,2e60959f4806bfb7683f3490,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
c94c0e8e423736a432090851,5a6f2932013b43747ade5b1f,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
f9677bfc218807bad05e7b70,11949a16f1db43597c6d0f92,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
4181e0d8adaac85ff9b43e87,d59507e40ccb28f60173f9de,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
e7a5fadf66d1c1078c000116,54e3559386c83d509f571358,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
68e2cf7a8654b3cc3a57c387,543d710eca3428966f38d56a,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
ca20d54d65873344887e703c,f8eb0f8d2a0b46422213d278,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
d3a5b22f99ebc24899d1a815,45c22784b65a384c6a000180,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
a59f8171573ae3240527a007,dfbe7fe65a6b231a96c2e35e,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
639404cd050915f86004b521,0d38b90390f3df3aacefa896,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
719ab878ec6ee832abf4c0d2,5226aad7a0fe017f473ec2cc,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
5f17570d0e0e70c661401153,a01a78948445bee28c9a5972,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
3cfe3d021c8f1b2f6025019b,5044e483734670dfe7970719,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
c215bc6352a411c7c66d7202,cacd870eeb7d1b0e305eb290,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
ce057dcdf01d9e6f54c1d459,1e829852654087633af81cc9,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
6a8b5fb4bfeffd3f01249866,2cb24ed9eb1c4d63364c1062,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
6bbf710638d3c79950ffc3fa,beffd80654a0a6e973061fe8,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
2dd6b788641cdde2a081887b,1d6edb174c5c4a79c3c6f597,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
71d0ab9def0bf16cf376727a,03099b7d7926de4915c2307b,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
feaaf14c5a09b562f250b4ee,18bc0def86f96dc9d8032cf4,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
6d13548d870a6d1cf3a8f337,d7aaa6f01de07ec58dbad0b1,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
01815f316b763e58e48118bd,dbe46853dd76ef0b3871ec47,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
e99a63d7bab49ff500686843,fc7b854dfad3986ab4c8774c,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
986e56fec255334e54e3d342,3ed490d913f577e9c15901bf,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
550d3608d821628afd081854,17b29a1e1cd753f82eaa0004,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
686098ae45ed0cf2c7a6bb51,fd1d6497725c7aaad7a3c196,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
2f3ed54bc4a4e4371b560799,e76b246b99503b0c07e399b2,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
3b24a69992609593175c52e9,f3e701ab37560748c10a7253,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
9ab04e7675e18d84ea1ea374,abd5622ea74cceed6dede107,profile,profile.gpa_anchor,prompt-user,critical,/profile?tab=gpa,user_prompt,actionable,user,user-owned profile/school-list/essay/resume/recommendation UI or approved import,"no inferred first-party facts, no raw-user-ID default exports, no live notification send",,
