rowType,subjectKey,userKey,caseKey,predictionResultKey,schoolId,schoolName,applicationYear,round,result,reviewStatus,verificationStatus,outcomeLabelStatus,feedbackSentiment,feedbackCategory,disposition,closureState,nextAction,sourceQuality,provenanceStatus,consumerPolicy
admission_case,c79f5943d2a97fc9917e0d9d,6d54562ce36170547f66fac4,c79f5943d2a97fc9917e0d9d,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,a5c0ce3d876a2df3c29e47ca,1b8c0c82d7d4aa6d11d18639,a5c0ce3d876a2df3c29e47ca,,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2025,EA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,ee97bdda7fcd5f175d0bf467,9e36b961497b7c8965526c48,ee97bdda7fcd5f175d0bf467,,cmn1htkp9000yvqf29pcl812t,New York University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,58d1172812c44b929733a7d0,8a65f89db40bb5ce10fda37c,58d1172812c44b929733a7d0,,cmn1htko0000gvqf2pmjc1xi9,Rice University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,21d117647a6de1840842308b,1cfc6703152302ff9fa0bee3,21d117647a6de1840842308b,,cmn1htknm000avqf2g8h3sbdp,Northwestern University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,dfc537a7e0da716a9df00ec1,ab7b7e4358a8231358f6f851,dfc537a7e0da716a9df00ec1,,cmn1htkoh000nvqf2uj3pjgxw,Carnegie Mellon University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,trusted_verified_case,trusted,accept,verified_user_proof_or_admin,verified,case_gallery_hall_prediction_diagnostics_allowed_with_verified_badge_no_auto_calibration
admission_case,88317f48a3d18d268bbc4c32,4258fa999ee498677502b92c,88317f48a3d18d268bbc4c32,,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,ce77b2a9adbe4451ad53603b,1ee93be2c9da131c1c793ac9,ce77b2a9adbe4451ad53603b,,cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,5689ec6b102d0749ab055e7e,23560000e696f9fff727adf6,5689ec6b102d0749ab055e7e,,cmn1htkno000bvqf209819ok4,Columbia University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,d9034c1f74dd8388cc033aa7,6d54562ce36170547f66fac4,d9034c1f74dd8388cc033aa7,,cmn1htkng0007vqf224oeyvgq,Duke University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,10e0c5712038e78c1b9aadca,1b8c0c82d7d4aa6d11d18639,10e0c5712038e78c1b9aadca,,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,2d0103f56e23496e6df4c93d,1cfc6703152302ff9fa0bee3,2d0103f56e23496e6df4c93d,,cmn1htknq000cvqf2sogobdg1,Cornell University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,1eea5c60e040a4ccde067563,ab7b7e4358a8231358f6f851,1eea5c60e040a4ccde067563,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,4e654b36fa873fe84ea25eba,4258fa999ee498677502b92c,4e654b36fa873fe84ea25eba,,cmn1htkna0004vqf2erll9srp,Yale University,2025,RD,WAITLISTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,4b71c21037eea4c4f7170f82,1ee93be2c9da131c1c793ac9,4b71c21037eea4c4f7170f82,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,16a02a4392a0ff40c27361ca,23560000e696f9fff727adf6,16a02a4392a0ff40c27361ca,,cmn1htkn80003vqf29zl0f9lr,Stanford University,2025,RD,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,0fdccf29d7cb981376c41313,6d54562ce36170547f66fac4,0fdccf29d7cb981376c41313,,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2025,EA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,f36f4864014aaf2809329c5b,1b8c0c82d7d4aa6d11d18639,f36f4864014aaf2809329c5b,,cmn1htkp9000yvqf29pcl812t,New York University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,7b1cd807f280f162efe1c08d,9e36b961497b7c8965526c48,7b1cd807f280f162efe1c08d,,cmn1htko0000gvqf2pmjc1xi9,Rice University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,9bbcc83120f5d84894454351,8a65f89db40bb5ce10fda37c,9bbcc83120f5d84894454351,,cmn1htknm000avqf2g8h3sbdp,Northwestern University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,4a0024788814f9920e24ae34,1cfc6703152302ff9fa0bee3,4a0024788814f9920e24ae34,,cmn1htkoh000nvqf2uj3pjgxw,Carnegie Mellon University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,trusted_verified_case,trusted,accept,verified_user_proof_or_admin,verified,case_gallery_hall_prediction_diagnostics_allowed_with_verified_badge_no_auto_calibration
admission_case,993f1f8bbfa3fd98bdcf3c5d,ab7b7e4358a8231358f6f851,993f1f8bbfa3fd98bdcf3c5d,,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,3cc8e28a7a71fe11f3f29e74,4258fa999ee498677502b92c,3cc8e28a7a71fe11f3f29e74,,cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,716d5ff4d0a71537d37ac616,1ee93be2c9da131c1c793ac9,716d5ff4d0a71537d37ac616,,cmn1htkno000bvqf209819ok4,Columbia University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,1a1e6ce48fa055c7fa47fd09,23560000e696f9fff727adf6,1a1e6ce48fa055c7fa47fd09,,cmn1htkng0007vqf224oeyvgq,Duke University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,db723930c4098d428b9d4158,6d54562ce36170547f66fac4,db723930c4098d428b9d4158,,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,1d149205c33b54b8f25b7513,8a65f89db40bb5ce10fda37c,1d149205c33b54b8f25b7513,,cmn1htknq000cvqf2sogobdg1,Cornell University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,23b5faa2dabacec5d5d4db4e,1cfc6703152302ff9fa0bee3,23b5faa2dabacec5d5d4db4e,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,3caebc794ad9f33d6aa480b9,ab7b7e4358a8231358f6f851,3caebc794ad9f33d6aa480b9,,cmn1htkna0004vqf2erll9srp,Yale University,2025,RD,WAITLISTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,a5d50a580740687b567d4f0d,4258fa999ee498677502b92c,a5d50a580740687b567d4f0d,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,a5ce9fc8f783fe09de365c10,1ee93be2c9da131c1c793ac9,a5ce9fc8f783fe09de365c10,,cmn1htkn80003vqf29zl0f9lr,Stanford University,2025,RD,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,3093b698ab023d0a007206e0,23560000e696f9fff727adf6,3093b698ab023d0a007206e0,,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2025,EA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,0bca260a687531b83a12f12f,6d54562ce36170547f66fac4,0bca260a687531b83a12f12f,,cmn1htkp9000yvqf29pcl812t,New York University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,4b30437ae7e8594011db5034,1b8c0c82d7d4aa6d11d18639,4b30437ae7e8594011db5034,,cmn1htko0000gvqf2pmjc1xi9,Rice University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,5c7684f311f3e8e72cec01ba,9e36b961497b7c8965526c48,5c7684f311f3e8e72cec01ba,,cmn1htknm000avqf2g8h3sbdp,Northwestern University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,d6000f7f1ec0fadcf6bbb0e1,8a65f89db40bb5ce10fda37c,d6000f7f1ec0fadcf6bbb0e1,,cmn1htkoh000nvqf2uj3pjgxw,Carnegie Mellon University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,trusted_verified_case,trusted,accept,verified_user_proof_or_admin,verified,case_gallery_hall_prediction_diagnostics_allowed_with_verified_badge_no_auto_calibration
admission_case,7bd94ac6f28d38e3ccd3abdd,1cfc6703152302ff9fa0bee3,7bd94ac6f28d38e3ccd3abdd,,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,c7c5a9db6e42660714b070ee,ab7b7e4358a8231358f6f851,c7c5a9db6e42660714b070ee,,cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,12f8c72084aad8bcb0f16abc,4258fa999ee498677502b92c,12f8c72084aad8bcb0f16abc,,cmn1htkno000bvqf209819ok4,Columbia University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,e6c1c7ccdab97af7ff47f2d4,1ee93be2c9da131c1c793ac9,e6c1c7ccdab97af7ff47f2d4,,cmn1htkng0007vqf224oeyvgq,Duke University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,42e920991a80f5690c682ceb,23560000e696f9fff727adf6,42e920991a80f5690c682ceb,,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,fb2b9112a31a3b90099ad6d3,6d54562ce36170547f66fac4,fb2b9112a31a3b90099ad6d3,,cmn1htkna0004vqf2erll9srp,Yale University,2025,REA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,2994c85c61f1cd87a7af6299,9e36b961497b7c8965526c48,2994c85c61f1cd87a7af6299,,cmn1htknq000cvqf2sogobdg1,Cornell University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,ea1c75185b4ba0d9839f6c14,8a65f89db40bb5ce10fda37c,ea1c75185b4ba0d9839f6c14,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,538b1a6b190f4146976173b9,1cfc6703152302ff9fa0bee3,538b1a6b190f4146976173b9,,cmn1htkna0004vqf2erll9srp,Yale University,2025,RD,WAITLISTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,f1019356beeabc07a70a06ce,ab7b7e4358a8231358f6f851,f1019356beeabc07a70a06ce,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,bb19d4529c14914b7fcdef85,4258fa999ee498677502b92c,bb19d4529c14914b7fcdef85,,cmn1htkn80003vqf29zl0f9lr,Stanford University,2025,RD,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,2fbb7663c58f50f481d02ef8,1ee93be2c9da131c1c793ac9,2fbb7663c58f50f481d02ef8,,cmn1htkoa000kvqf2oqm36hw5,"University of Michigan, Ann Arbor",2025,EA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,ab844b102c799bbe1a174211,23560000e696f9fff727adf6,ab844b102c799bbe1a174211,,cmn1htkp9000yvqf29pcl812t,New York University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,c500abce1d8404ddc0c6e6b3,6d54562ce36170547f66fac4,c500abce1d8404ddc0c6e6b3,,cmn1htko0000gvqf2pmjc1xi9,Rice University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,6d1663217c80ae02417e472d,1b8c0c82d7d4aa6d11d18639,6d1663217c80ae02417e472d,,cmn1htknm000avqf2g8h3sbdp,Northwestern University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,47f55c0b8b8f246fa89cf0c9,9e36b961497b7c8965526c48,47f55c0b8b8f246fa89cf0c9,,cmn1htkoh000nvqf2uj3pjgxw,Carnegie Mellon University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,trusted_verified_case,trusted,accept,verified_user_proof_or_admin,verified,case_gallery_hall_prediction_diagnostics_allowed_with_verified_badge_no_auto_calibration
admission_case,b3470ec9ac68d3aa6522ba47,8a65f89db40bb5ce10fda37c,b3470ec9ac68d3aa6522ba47,,cmn1htkny000fvqf2jlmz8ej1,"University of California, Los Angeles",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,9850fbdefa0e95e1e4cc7f0e,1cfc6703152302ff9fa0bee3,9850fbdefa0e95e1e4cc7f0e,,cmn1htknv000evqf29yjvrstt,"University of California, Berkeley",2025,RD,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,94e203539144e93d9bfb8e4f,ab7b7e4358a8231358f6f851,94e203539144e93d9bfb8e4f,,cmn1htkno000bvqf209819ok4,Columbia University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,08922e8ef1d594315a5c74a3,4258fa999ee498677502b92c,08922e8ef1d594315a5c74a3,,cmn1htkng0007vqf224oeyvgq,Duke University,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,b4b0ecfe71863eeaf046acab,1ee93be2c9da131c1c793ac9,b4b0ecfe71863eeaf046acab,,cmn1htknc0005vqf2l2az4cd2,University of Pennsylvania,2025,ED,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,b31f9cfcda7b0937a31148e4,23560000e696f9fff727adf6,b31f9cfcda7b0937a31148e4,,cmn1htkna0004vqf2erll9srp,Yale University,2025,REA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,review,unknown,evidence_proxy,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,86991f1a268f253880c5d9a1,6d54562ce36170547f66fac4,86991f1a268f253880c5d9a1,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,ADMITTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,8f952ad595a730cb69c61bd7,1b8c0c82d7d4aa6d11d18639,8f952ad595a730cb69c61bd7,,cmn1htknq000cvqf2sogobdg1,Cornell University,2025,ED,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,2c0c48c9b737455cd4b757a7,9e36b961497b7c8965526c48,2c0c48c9b737455cd4b757a7,,cmn1htknh0008vqf2i053h8rm,Brown University,2025,ED,REJECTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,baea87822c1ffefd0f793df6,8a65f89db40bb5ce10fda37c,baea87822c1ffefd0f793df6,,cmn1htkna0004vqf2erll9srp,Yale University,2025,RD,WAITLISTED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
admission_case,52ff455677cf0deb3fe30c1e,1cfc6703152302ff9fa0bee3,52ff455677cf0deb3fe30c1e,,cmn1htkmy0000vqf2src2zcb5,Princeton University,2025,REA,DEFERRED,PENDING_REVIEW,,,,,review_pending_case,review,request-evidence,unknown,missing,admin_review_required_before_trusted_public_or_diagnostic_use
