platform,type,path,route_or_component,status,candidate_count,confirmed_issue_candidates,notes
web,route,apps/web/src/app/[locale]/(main)/admin/users/page.tsx,/:locale/admin/users,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/admin/verifications/loading.tsx,[locale]/(main)/admin/verifications/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/admin/verifications/page.tsx,/:locale/admin/verifications,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/ai/error.tsx,[locale]/(main)/ai/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/ai/loading.tsx,[locale]/(main)/ai/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/ai/page.tsx,/:locale/ai,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/assessment/error.tsx,[locale]/(main)/assessment/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/assessment/loading.tsx,[locale]/(main)/assessment/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/assessment/page.tsx,/:locale/assessment,已检查,1,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/cases/[id]/loading.tsx,[locale]/(main)/cases/[id]/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/cases/[id]/page.tsx,/:locale/cases/:id,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/cases/error.tsx,[locale]/(main)/cases/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/cases/essays/[id]/loading.tsx,[locale]/(main)/cases/essays/[id]/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/cases/essays/[id]/page.tsx,/:locale/cases/essays/:id,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/cases/loading.tsx,[locale]/(main)/cases/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/cases/page.tsx,/:locale/cases,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/chat/error.tsx,[locale]/(main)/chat/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/chat/loading.tsx,[locale]/(main)/chat/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/chat/page.tsx,/:locale/chat,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/dashboard/error.tsx,[locale]/(main)/dashboard/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/dashboard/loading.tsx,[locale]/(main)/dashboard/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/dashboard/page.tsx,/:locale/dashboard,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/error.tsx,[locale]/(main)/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/essays/error.tsx,[locale]/(main)/essays/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/essays/loading.tsx,[locale]/(main)/essays/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/essays/page.tsx,/:locale/essays,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/followers/error.tsx,[locale]/(main)/followers/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/followers/loading.tsx,[locale]/(main)/followers/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/followers/page.tsx,/:locale/followers,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/forum/error.tsx,[locale]/(main)/forum/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/forum/loading.tsx,[locale]/(main)/forum/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/forum/page.tsx,/:locale/forum,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/hall/error.tsx,[locale]/(main)/hall/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/hall/loading.tsx,[locale]/(main)/hall/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/hall/page.tsx,/:locale/hall,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/help/error.tsx,[locale]/(main)/help/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/help/loading.tsx,[locale]/(main)/help/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/help/page.tsx,/:locale/help,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/layout.tsx,[locale]/(main)/layout.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/loading.tsx,[locale]/(main)/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/notifications/error.tsx,[locale]/(main)/notifications/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/notifications/loading.tsx,[locale]/(main)/notifications/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/notifications/page.tsx,/:locale/notifications,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/prediction/error.tsx,[locale]/(main)/prediction/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/prediction/loading.tsx,[locale]/(main)/prediction/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/prediction/page.tsx,/:locale/prediction,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/privacy/error.tsx,[locale]/(main)/privacy/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/privacy/loading.tsx,[locale]/(main)/privacy/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/privacy/page.tsx,/:locale/privacy,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/profile/error.tsx,[locale]/(main)/profile/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/profile/loading.tsx,[locale]/(main)/profile/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/profile/page.tsx,/:locale/profile,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/ranking/error.tsx,[locale]/(main)/ranking/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/ranking/loading.tsx,[locale]/(main)/ranking/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/ranking/page.tsx,/:locale/ranking,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/referral/error.tsx,[locale]/(main)/referral/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/referral/loading.tsx,[locale]/(main)/referral/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/referral/page.tsx,/:locale/referral,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/resume/[id]/loading.tsx,[locale]/(main)/resume/[id]/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/resume/[id]/page.tsx,/:locale/resume/:id,有问题,4,4,see findings.csv and text-candidate-disposition.csv
web,shell,apps/web/src/app/[locale]/(main)/resume/error.tsx,[locale]/(main)/resume/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/resume/loading.tsx,[locale]/(main)/resume/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/resume/page.tsx,/:locale/resume,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/schools/[id]/loading.tsx,[locale]/(main)/schools/[id]/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/schools/[id]/page.tsx,/:locale/schools/:id,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/schools/compare/loading.tsx,[locale]/(main)/schools/compare/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/schools/compare/page.tsx,/:locale/schools/compare,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/schools/error.tsx,[locale]/(main)/schools/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/schools/loading.tsx,[locale]/(main)/schools/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/schools/page.tsx,/:locale/schools,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/settings/error.tsx,[locale]/(main)/settings/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/settings/loading.tsx,[locale]/(main)/settings/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/settings/page.tsx,/:locale/settings,已检查,2,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/settings/security/loading.tsx,[locale]/(main)/settings/security/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/settings/security/page.tsx,/:locale/settings/security,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/settings/subscription/loading.tsx,[locale]/(main)/settings/subscription/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/settings/subscription/page.tsx,/:locale/settings/subscription,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/teams/[id]/loading.tsx,[locale]/(main)/teams/[id]/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/teams/[id]/page.tsx,/:locale/teams/:id,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/teams/[id]/settings/loading.tsx,[locale]/(main)/teams/[id]/settings/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/teams/[id]/settings/page.tsx,/:locale/teams/:id/settings,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/teams/create/loading.tsx,[locale]/(main)/teams/create/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/teams/create/page.tsx,/:locale/teams/create,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/teams/error.tsx,[locale]/(main)/teams/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/teams/join/loading.tsx,[locale]/(main)/teams/join/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/teams/join/page.tsx,/:locale/teams/join,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/teams/loading.tsx,[locale]/(main)/teams/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/teams/page.tsx,/:locale/teams,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/terms/error.tsx,[locale]/(main)/terms/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/terms/loading.tsx,[locale]/(main)/terms/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/terms/page.tsx,/:locale/terms,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/timeline/error.tsx,[locale]/(main)/timeline/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/timeline/loading.tsx,[locale]/(main)/timeline/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/timeline/page.tsx,/:locale/timeline,已检查,1,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/uncommon-app/error.tsx,[locale]/(main)/uncommon-app/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/uncommon-app/loading.tsx,[locale]/(main)/uncommon-app/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/uncommon-app/page.tsx,/:locale/uncommon-app,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/vault/error.tsx,[locale]/(main)/vault/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/(main)/vault/loading.tsx,[locale]/(main)/vault/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/(main)/vault/page.tsx,/:locale/vault,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/error.tsx,[locale]/error.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/layout.tsx,[locale]/layout.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/[locale]/loading.tsx,[locale]/loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/page.tsx,/:locale,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/[locale]/qa/application-analysis/[caseId]/page.tsx,/:locale/qa/application-analysis/:caseId,已检查,1,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/error.tsx,error.tsx,有问题,3,3,see findings.csv and text-candidate-disposition.csv
web,shell,apps/web/src/app/layout.tsx,layout.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/loading.tsx,loading.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,shell,apps/web/src/app/not-found.tsx,not-found.tsx,已检查,3,0,source text candidates reviewed or no visible text candidates found
web,route,apps/web/src/app/page.tsx,/page.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(auth)/register/_components/register-progress.tsx,[locale]/(auth)/register/_components/register-progress.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(auth)/register/_components/register-step-account.tsx,[locale]/(auth)/register/_components/register-step-account.tsx,已检查,2,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(auth)/register/_components/register-step-profile.tsx,[locale]/(auth)/register/_components/register-step-profile.tsx,已检查,3,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(auth)/register/_components/register-step-scores.tsx,[locale]/(auth)/register/_components/register-step-scores.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(main)/admin/_components/admin-breadcrumb.tsx,[locale]/(main)/admin/_components/admin-breadcrumb.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(main)/admin/_components/admin-chart-section.tsx,[locale]/(main)/admin/_components/admin-chart-section.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(main)/admin/_components/admin-feature-guide.tsx,[locale]/(main)/admin/_components/admin-feature-guide.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(main)/admin/_components/admin-health-indicator.tsx,[locale]/(main)/admin/_components/admin-health-indicator.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(main)/admin/_components/admin-recent-activity.tsx,[locale]/(main)/admin/_components/admin-recent-activity.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(main)/admin/_components/admin-section.tsx,[locale]/(main)/admin/_components/admin-section.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
web,page-component,apps/web/src/app/[locale]/(main)/admin/_components/admin-sidebar.tsx,[locale]/(main)/admin/_components/admin-sidebar.tsx,已检查,0,0,source text candidates reviewed or no visible text candidates found
